Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Hitz J.-M., Müller-Bloch S.","18133490900;56529662800;","Market Reactions to the Regulation of Executive Compensation",2015,"European Accounting Review","24","4",,"659","684",,13,"10.1080/09638180.2015.1012222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943455423&doi=10.1080%2f09638180.2015.1012222&partnerID=40&md5=6c3732acb967579e414f20033ed65900","University of Göttingen, Göttingen, Germany","Hitz, J.-M., University of Göttingen, Göttingen, Germany; Müller-Bloch, S., University of Göttingen, Göttingen, Germany","This paper investigates equity market reactions to the regulation of executive compensation. We exploit a natural experimental setting in Germany, where recent legislation introduces restrictions on the amount and on the components of board executive compensation packages, and invokes liability for the supervisory board in case of inappropriate remuneration arrangements. We use this exogenous shock to the contracting environment to infer market perceptions of the usefulness of the regulation. Using event study methodology, we investigate market reactions for the first-time announcement of regulatory intent and for a pooled sample of seven events leading to the adoption of the law act. We find weak evidence of an average negative market reaction to the proposed regulation. Multivariate analyses reveal that firms which were particularly affected by the regulation because board members received high abnormal remuneration experienced larger stock price discounts on average. Consistent with this, we find a positive relation between pay-performance sensitivity and the equity market reaction. Taken together, these findings indicate that the regulation was not considered beneficial from a shareholder perspective. This result is consistent with the market perceiving the regulation of executive compensation to impose potentially inefficient contractual arrangements for some firms. © 2015 European Accounting Association.",,,"Hitz, J.-M.; University of Göttingen, Platz der Göttinger Sieben 3, Germany",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84943455423
"Alissa W.","55587830600;","Boards’ Response to Shareholders’ Dissatisfaction: The Case of Shareholders’ Say on Pay in the UK",2015,"European Accounting Review","24","4",,"727","752",,39,"10.1080/09638180.2015.1058719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943454997&doi=10.1080%2f09638180.2015.1058719&partnerID=40&md5=44010d20b82a37e92a5fc7c83232525b","Department of Accounting and Management Control, HEC Paris, Jouy-en-Josas, France","Alissa, W., Department of Accounting and Management Control, HEC Paris, Jouy-en-Josas, France","In 2002, the UK adopted a regulation allowing shareholders to cast non-binding (advisory) votes on their firm's Directors' Remuneration Report during annual general meetings (the ‘Say-on-Pay’ rule). This study evaluates a decade of this regulation and examines how it affected the behavior of shareholders and boards in a sample of Financial Times Stock Exchange 350 firms during the period 2002–2012. I find evidence that shareholder dissatisfaction increases with excess Chief Executive Officer (CEO) compensation. This relationship does not exist for the expected level of compensation, suggesting that shareholders take a sophisticated approach when casting their vote. Boards do not appear to respond to shareholder dissatisfaction systematically; however, they do respond selectively by reducing the excessiveness of CEO compensation when performance is poor. Boards also seem to respond swiftly to shareholder dissatisfaction. There is evidence that the probability of CEO turnover increases with shareholder dissatisfaction. Overall, the evidence suggests that ‘Say-on-Pay’ regulation addressed regulatory concerns about transparency, accountability, and performance linkage. © 2015 European Accounting Association.",,,"Alissa, W.; Department of Accounting and Management Control, HEC Paris, 1, Rue de la Liberation, France",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84943454997
"Hooghiemstra R., Kuang Y.F., Qin B.","6508325590;25653692100;25723730700;","Say-on-Pay Votes: The Role of the Media",2015,"European Accounting Review","24","4",,"753","778",,23,"10.1080/09638180.2015.1034152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943454887&doi=10.1080%2f09638180.2015.1034152&partnerID=40&md5=3ce67f86dd42c84be3f396d6f399ec1a","Department of Accounting, University of Groningen, Groningen, Netherlands; Department of Accounting, VU University Amsterdam, Amsterdam, Netherlands; Amsterdam Business School – Accounting Section, University of Amsterdam, Amsterdam, Netherlands","Hooghiemstra, R., Department of Accounting, University of Groningen, Groningen, Netherlands; Kuang, Y.F., Department of Accounting, VU University Amsterdam, Amsterdam, Netherlands; Qin, B., Amsterdam Business School – Accounting Section, University of Amsterdam, Amsterdam, Netherlands","We investigate the association between the media coverage of firms’ CEO pay packages and subsequent shareholder voting on say-on-pay resolutions, and find that negative media coverage is able to predict shareholder discontent over say on pay. When we divide media coverage into coverage in the financial and business press versus coverage in the general press, we find that shareholder voting on say-on-pay resolutions is mainly associated with the articles from the financial and business press. This suggests that the media cannot be considered a homogeneous information source that is equally able to predict shareholders’ voting behaviors. As such, our findings have important implications for studies on the role of the media in corporate governance. © 2015 European Accounting Association.",,,"Hooghiemstra, R.; Department of Accounting, University of Groningen, Duisenberg Building 805, PO Box 800, Netherlands",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84943454887
"Albuquerque A.M., Carter M.E., Lynch L.J.","26538622200;7401514408;7102232375;","Court Intervention as a Governance Mechanism over CEO Pay: Evidence from the Citigroup Derivative Lawsuit",2015,"European Accounting Review","24","4",,"637","658",,2,"10.1080/09638180.2014.937348","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943453297&doi=10.1080%2f09638180.2014.937348&partnerID=40&md5=a14f9eabd6bbec0bb3e56af5f93b1043","Boston University School of Management, Boston, MA, United States; Carroll School of Management, Boston College, Chestnut Hill, MA, United States; Darden Graduate School of Business, University of Virginia, Charlottesville, VA, United States","Albuquerque, A.M., Boston University School of Management, Boston, MA, United States; Carter, M.E., Carroll School of Management, Boston College, Chestnut Hill, MA, United States; Lynch, L.J., Darden Graduate School of Business, University of Virginia, Charlottesville, VA, United States","We use an unanticipated court ruling in a lawsuit against Citigroup claiming corporate waste related to CEO pay to analyse court intervention as an alternative governance mechanism in cases of excess pay. We find a negative relation between announcement returns and excess pay, consistent with shareholders of these firms perceiving court intervention as net costly. However, we find a positive relation between announcement returns and excess pay accompanied by poor performance, suggesting that intervention is welcome when pay is more egregious. Finally, we find that firms with excess pay and whose shareholders welcome intervention reduce future pay relative to other firms, suggesting that the threat of court intervention is a potential mechanism to control excess pay. © 2014 European Accounting Association.",,,"Carter, M.E.; Carroll School of Management, 140 Commonwealth Avenue, United States",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84943453297
"Levi S., Segal B.","56162073900;8260136200;","The Impact of Debt-Equity Reporting Classifications on the Firm's Decision to Issue Hybrid Securities",2015,"European Accounting Review","24","4",,"801","822",,5,"10.1080/09638180.2014.909290","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943453067&doi=10.1080%2f09638180.2014.909290&partnerID=40&md5=261e085e4d2e3258b4e9f65339067ab5","Accounting, Recanati School of Business, Tel-Aviv University, Tel Aviv, Israel; INSEAD, Fontainebleau, France","Levi, S., Accounting, Recanati School of Business, Tel-Aviv University, Tel Aviv, Israel; Segal, B., INSEAD, Fontainebleau, France","We test the influence of classification of securities into liabilities and equity on firms' financing choices, using as our setting the change in reporting classification of hybrid securities following SFAS 150. We find that this change affected the decision of firms to issue mandatorily redeemable preferred shares (MRPS). Following the requirement that firms classify the debt-like hybrid security MRPS as a liability, the share of MRPS issuances in firms' new financing declined. Characteristics of firms issuing MRPS also changed. While prior to SFAS 150 firms with higher levels of debt and lower coverage ratios chose to issue MRPS and not debt, after its adoption, the decision to issue MRPS is no longer related to firms' pre-existing debt and coverage levels. Furthermore, our results indicate that before SFAS 150 managers were willing to bear the higher issuance fees of MRPS and chose to issue these debt-like hybrid securities over cheaper debt. The requirement to classify debt-like hybrids as a liability took away the reporting incentives for issuance and made these securities a less popular financing vehicle. © 2014 European Accounting Association.",,,"Segal, B.; INSEADFrance",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84943453067
"Sauset J., Waller P., Wolff M.","56817000800;56816643800;36948231300;","CEO Contract Design Regulation and Risk-Taking",2015,"European Accounting Review","24","4",,"685","725",,3,"10.1080/09638180.2015.1071275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943450818&doi=10.1080%2f09638180.2015.1071275&partnerID=40&md5=fcc52fd186827fcf41e993c668c44922","Chair of Management and Control, Georg-August-Universität Göttingen, Göttingen, Germany","Sauset, J., Chair of Management and Control, Georg-August-Universität Göttingen, Göttingen, Germany; Waller, P., Chair of Management and Control, Georg-August-Universität Göttingen, Göttingen, Germany; Wolff, M., Chair of Management and Control, Georg-August-Universität Göttingen, Göttingen, Germany","Since 2009, the European Commission (EC) requires firms to incorporate an array of new elements into CEO compensation contracts, such as bonus caps, claw back provisions, bonus deferral, performance-vesting, and minimum shareholding guidelines. This paper examines whether CEO contract design in line with the EC principles reduces risk-taking and its economic consequences. Using hand-collected contract design data of 763 firm-years from European listed non-financial firms, we construct an index that reflects a firm's contract fit with the EC principles. Complemented by hand-collected data of national regulatory changes consistent to the EC principles, we employ the regime shift as quasi-experiment. We find that CEOs rewarded under contracts more in line with the principles choose lower risk profiles with respect to their country peers by divergent reductions of idiosyncratic and systematic risk-taking. Moreover, intensity of change of the regulatory environment negatively affects systematic risk-taking. Furthermore, we find CEOs compensated under contracts more adhering to the principles lead to increased subsequent risk-adjusted performance. © 2015 European Accounting Association.",,,"Wolff, M.; Chair of Management and Control, Georg-August-Universität GöttingenGermany",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84943450818
"Cadman B., Vincent L.","15740746900;35575077500;","The Role of Defined Benefit Pension Plans in Executive Compensation",2015,"European Accounting Review","24","4",,"779","800",,8,"10.1080/09638180.2014.959979","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943381616&doi=10.1080%2f09638180.2014.959979&partnerID=40&md5=a2175c6f4ff030c778ca76326f7d56fd","David Eccles School of Business, University of Utah, 1655 E Campus Center Dr, Salt Lake City, UT  84112, United States; Kellogg School of Management, Northwestern University, 2001 Sheridan Road, Evanston, IL  60208, United States","Cadman, B., David Eccles School of Business, University of Utah, 1655 E Campus Center Dr, Salt Lake City, UT  84112, United States; Vincent, L., Kellogg School of Management, Northwestern University, 2001 Sheridan Road, Evanston, IL  60208, United States","Although defined benefit (DB) pension plans constitute a significant portion of both annual compensation and firm-related wealth for many CEOs, prior studies of CEO compensation contracts generally exclude these plans from their analyses due to lack of data. Taking advantage of recently increased disclosure requirements, we analyse the role of DB pension plans in these contracts. We find that firms with CEO DB pension plans grant the CEO annual compensation that is larger than predicted by economic determinants. We also find that more powerful CEOs, identified by their extraordinary pension benefits, receive higher total pay in addition to the pension benefits. We find no evidence that CEO pension benefits contribute to the pay-for-performance sensitivity of the annual pay. © 2014 European Accounting Association.",,,"Cadman, B.; David Eccles School of Business, University of Utah, 1655 E Campus Center Dr, United States",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84943381616
"Beccalli E., Miller P., O'leary T.","7003720733;7404427087;7101686674;","How Analysts Process Information: Technical and Financial Disclosures in the Microprocessor Industry",2015,"European Accounting Review","24","3",,"519","549",,7,"10.1080/09638180.2014.969526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937642134&doi=10.1080%2f09638180.2014.969526&partnerID=40&md5=d775e16d0992d04c033ad6aada511c22","Dipartimento SEGESTA, Università Cattolica del Sacro Cuore, Milano, Italy; Department of Accounting, London School of Economics & Political Science, London, United Kingdom; Manchester Business School, University of Manchester, Manchester, United Kingdom; University of Michigan, Ann Arbor, MI, United States","Beccalli, E., Dipartimento SEGESTA, Università Cattolica del Sacro Cuore, Milano, Italy, Department of Accounting, London School of Economics & Political Science, London, United Kingdom; Miller, P., Department of Accounting, London School of Economics & Political Science, London, United Kingdom; O'leary, T., Manchester Business School, University of Manchester, Manchester, United Kingdom, University of Michigan, Ann Arbor, MI, United States","Abstract: Following Bradshaw (‘Analyst information processing, financial regulation, and academic research’ [2009], and Analysts' forecasts: What do we know after decades of work? [2011]), this paper examines how analysts process information, particularly in an information environment characterised by multiple and potentially complementary information sources. The setting is the microprocessor industry, one in which technical information is particularly significant and complex to digest. Based on 3837 analyst earnings-forecast revisions, issued by 134 analysts, we examine quantitatively the speed, magnitude, and information content of the reactions of individual analysts and subgroups of analysts to both periodic and timely technical disclosures, and as a complement to periodic financial disclosure. We find that analysts are much slower to react to timely technical disclosures than they are to periodic financial disclosures. We find also that technical and financial disclosures complement each other. Furthermore, we find that there is a ‘hierarchy’ of analysts in this particular industry, as evidenced through the strength of reaction to timely technical disclosures. Finally, we find that lower speed in reacting to timely technical disclosures and a higher intensity in the use of timely technical disclosure (in conjunction with periodic financial disclosure) result in greater accuracy, and that more experienced analysts tend to be less accurate. We suggest that the findings may have implications for other industries such as Bio-Tech Pharma. © 2014 European Accounting Association.",,,"Beccalli, E.; Dipartimento SEGESTA, Università Cattolica del Sacro Cuore, Largo Gemelli 1, Italy",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84937642134
"Bricker R., Markarian G.","6601936437;23567947100;","Institutional Investors and Insider Trading Profitability",2015,"European Accounting Review","24","3",,"495","518",,6,"10.1080/09638180.2015.1040045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937640337&doi=10.1080%2f09638180.2015.1040045&partnerID=40&md5=ed4b1b07fb6a4208a0a19385cf160d0a","Weatherhead School of Management, Case Western Reserve University, Cleveland, OH, United States; WHU – Otto Beisheim School of Management, Vallendar, Germany","Bricker, R., Weatherhead School of Management, Case Western Reserve University, Cleveland, OH, United States; Markarian, G., WHU – Otto Beisheim School of Management, Vallendar, Germany","Abstract: This study examines the relationship between institutional ownership and the profitability of insider trading. A priori the relationship is not clear. On the one hand, institutions possess superior information that erodes insider advantages and are also active in monitoring. On the other hand, institutions could treat insider trading as an incentivizing mechanism to induce manager effort, leading to improved aggregate shareholder welfare. The results indicate that, on average, institutional ownership is negatively related to the profitability of insider trading, and this relationship derives from both direct monitoring and trading/pricing. Further analysis indicates that this relationship is concentrated for insider sales. In contrast, the findings reveal a positive relationship between institutions and the profitability of insider purchases, indicating an incentivizing role. © 2015 European Accounting Association.",,,"Markarian, G.; WHU – Otto Beisheim School of Management, Burgplatz 2, Germany",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84937640337
"Ittonen K., Johnstone K., Myllymäki E.-R.","35728603200;7006259011;56035036300;","Audit Partner Public-Client Specialisation and Client Abnormal Accruals",2015,"European Accounting Review","24","3",,"607","633",,29,"10.1080/09638180.2014.906315","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937640122&doi=10.1080%2f09638180.2014.906315&partnerID=40&md5=5737463bf41af868578e59f90d25e2a3","Department of Accounting and Finance, University of Vaasa, PO Box 700, Vaasa, 65101, Finland; Wisconsin School of Business, University of Wisconsin– Madison, 975 University Avenue, Madison, WI  53706, United States","Ittonen, K., Department of Accounting and Finance, University of Vaasa, PO Box 700, Vaasa, 65101, Finland; Johnstone, K., Wisconsin School of Business, University of Wisconsin– Madison, 975 University Avenue, Madison, WI  53706, United States; Myllymäki, E.-R., Department of Accounting and Finance, University of Vaasa, PO Box 700, Vaasa, 65101, Finland","Abstract: We examine the association of Big 4 audit partners’ public-client specialisation with client companies’ audit quality. Using a sample of NASDAQ OMX companies in Finland, we identify the audit partner assigned to each public-client engagement. We expect that partners with greater public-client specialisation provide higher quality auditing, since they have likely developed deep domain-specific knowledge and a keen sense of the litigation and reputational risks posed by public clients. In addition, the willingness to resist client pressure likely increases with the number of public clients in the partner's portfolio because dependence on any one client diminishes, which should help to ensure audit quality. The results show that public-client specialisation is negatively associated with abnormal accruals, and this result is attributable to audit partners with three to six public clients. The results of supplemental tests imply that public-client specialisation is more important when general auditing experience is lower. Further, the results reveal that in our setting of high-tax and high alignment between financial reporting and tax reporting, greater public-client specialisation is particularly associated with smaller income-decreasing abnormal accruals, suggesting that auditors with greater public-client specialisation likely recognise the downside reputational implications and achieve audit quality by discouraging tax avoidance. © 2014 European Accounting Association.",,,"Johnstone, K.; University of Wisconsin School of Business, 975 University Avenue, United States",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84937640122
"Chen T.-K., Tseng Y., Hsieh Y.-T.","35745516600;56201341400;57189236652;","Real Earnings Management Uncertainty and Corporate Credit Risk",2015,"European Accounting Review","24","3",,"413","440",,8,"10.1080/09638180.2014.918518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937638241&doi=10.1080%2f09638180.2014.918518&partnerID=40&md5=667a85927f6329e2ce7b24b9cc7a2cc5","Department of Finance and International Business, Fu Jen Catholic University, New Taipei City, Taiwan; Department of Accounting, Fu Jen Catholic University, New Taipei City, Taiwan; Department of Accounting, National Taiwan University, Taipei City, Taiwan","Chen, T.-K., Department of Finance and International Business, Fu Jen Catholic University, New Taipei City, Taiwan; Tseng, Y., Department of Accounting, Fu Jen Catholic University, New Taipei City, Taiwan; Hsieh, Y.-T., Department of Accounting, National Taiwan University, Taipei City, Taiwan","Abstract: This study examines the accounting information uncertainty effects on corporate credit risk from the perspective of real earnings management (RM) activities by investigating 9565 American bond observations from year 2001 to 2008. The main results show that the volatilities of RM activities significantly and positively affect corporate bond yield spreads when well-known bond spread determinant variables are controlled. In addition, the results are robust to alternative model specifications, including the suspect firm analyses, another less ambiguous measure of abnormal cash flows from operations, and abnormal production cost analyses in manufacturing industry or with control of the input price variation. This research also finds that the positive effects of RM volatilities become weaker if a firm has a lower credit rating. Finally, our results remain hold with considering endogeneity issues and analyst characteristic variables and for another estimation period of RM volatilities. © 2014 European Accounting Association.",,,"Tseng, Y.; Department of Accounting, Fu Jen Catholic University, 259 Loyola Building, No. 510, Zhongzheng Rd., Xinzhuang Dist., Taiwan",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84937638241
"Clarkson P.M., Li Y., Pinnuck M., Richardson G.D.","7103180312;7502085002;6508006769;7202431061;","The Valuation Relevance of Greenhouse Gas Emissions under the European Union Carbon Emissions Trading Scheme",2015,"European Accounting Review","24","3",,"551","580",,83,"10.1080/09638180.2014.927782","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937634202&doi=10.1080%2f09638180.2014.927782&partnerID=40&md5=067861f440a637aa285b5b392c52ca81","UQ Business School, The University of Queensland, Brisbane, QLD, Australia; Beedie School of Business, Simon Fraser University, Burnaby, BC, Canada; Joseph Rotman School of Management, The University of Toronto, Toronto, ON, Canada; The University of Melbourne, Melbourne, Australia","Clarkson, P.M., UQ Business School, The University of Queensland, Brisbane, QLD, Australia, Beedie School of Business, Simon Fraser University, Burnaby, BC, Canada; Li, Y., Joseph Rotman School of Management, The University of Toronto, Toronto, ON, Canada; Pinnuck, M., The University of Melbourne, Melbourne, Australia; Richardson, G.D., Joseph Rotman School of Management, The University of Toronto, Toronto, ON, Canada","Abstract: This study examines the valuation relevance of greenhouse gas emissions under the European Union Carbon Emissions Trading Scheme. We posit that carbon emissions affect firm valuation only to the extent that a firm's emissions exceed its carbon allowances under a cap-and-trade system and the extent of its inability to pass on carbon-related compliance costs to consumers and end-users. We measure a firm's ability to pass on the future costs by its market power and its carbon performance relative to its industry peers. The results show that firms' carbon allowances are not associated with firm valuation but the allocation shortfalls are negatively associated. We also find that the negative association between firm values and carbon emission shortfalls is mitigated for firms with better carbon performance relative to their industry peers and for firms in less competitive industry sectors. These findings, which suggest that the valuation impact of carbon emissions is unlikely to be homogenous across firms or industrial sectors, have important implications for future research design and for the disclosure and recognition of a firm's greenhouse gas liabilities. © 2015 European Accounting Association.",,,"Clarkson, P.M.; UQ Business School, The University of QueenslandAustralia",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84937634202
"Tang T.Y.H.","37111199700;","Does Book-Tax Conformity Deter Opportunistic Book and Tax Reporting? An International Analysis",2015,"European Accounting Review","24","3",,"441","469",,19,"10.1080/09638180.2014.932297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937632140&doi=10.1080%2f09638180.2014.932297&partnerID=40&md5=8ddb692c92093f60dc0b6398f49b3610","University of British Columbia, Kelowna, Canada","Tang, T.Y.H., University of British Columbia, Kelowna, Canada","Abstract: This paper examines whether book-tax conformity (i.e. reducing the gap between financial and taxable incomes) can restrain managers from opportunistically reporting financial profits and taxable income. Empirical work on this relation so far is limited and provides contradictory results. Using publicly available financial statements from 1994 to 2007 for 16,739 firms across 32 countries, I construct a new proxy for mandatory conformity and document that high book-tax conformity is associated with lower levels of earnings management and tax avoidance. These results persist even after controlling for firm characteristics and institutional factors, such as legal enforcement, investor protection, legal systems, capital market development, and the adoption of International Financial Reporting Standards (IFRS). Additional tests reveal that the deterrent effect of conformity on earnings management is more pronounced in code-law countries but does not differ between IFRS and non-IFRS adopters, and between developed and developing capital markets. © 2014 European Accounting Association.",,,"Tang, T.Y.H.; University of British ColumbiaCanada",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84937632140
"Friis I., Hansen A., Vámosi T.","56442392200;7401928595;9743199300;","On the Effectiveness of Incentive Pay: Exploring Complementarities and Substitution between Management Control System Elements in a Manufacturing Firm",2015,"European Accounting Review","24","2",,"241","276",,14,"10.1080/09638180.2014.976055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928705507&doi=10.1080%2f09638180.2014.976055&partnerID=40&md5=5ad1ec43d2b4a3a6ccf45a8cf4582b22","Department of Operations Management, Copenhagen Business School, Frederiksberg, Denmark","Friis, I., Department of Operations Management, Copenhagen Business School, Frederiksberg, Denmark; Hansen, A., Department of Operations Management, Copenhagen Business School, Frederiksberg, Denmark; Vámosi, T., Department of Operations Management, Copenhagen Business School, Frederiksberg, Denmark","Abstract: Extant research already emphasises that complementarities and substitution involving incentive pay and other elements of an organisation's management control system play an important role in terms of explaining the effectiveness of incentive systems. Despite this awareness calls continue for more research addressing the need to better understand how interdependencies arise among management control system elements and how they affect organisational effectiveness. Based on an in-depth case study on the implementation of a new incentive system in a manufacturing firm, we seek to provide more research and insight into how incentive pay features in complementary and substitutional relationships in an individual organisational setting. Greater insight can help illustrate how complementary and substitutional relationships unfold in even more complex ways than current research indicates, as well as how the effectiveness of the incentive system in the individual organisational setting is determined by these relationships. © 2014, © 2014 European Accounting Association.",,,"Hansen, A.; Department of Operations Management, Copenhagen Business School, Solbjerg Plads 3, Denmark",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84928705507
"Audousset-Coulier S.","55902261000;","Audit Fees in a Joint Audit Setting",2015,"European Accounting Review","24","2",,"347","377",,19,"10.1080/09638180.2014.892787","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928705020&doi=10.1080%2f09638180.2014.892787&partnerID=40&md5=9b380e66ff6dce4031d2c5e4599b94a5","John Molson School of Business, Concordia University, 1455, de Maisonneuve West, Montréal, Québec, H3G 1M8, Canada","Audousset-Coulier, S., John Molson School of Business, Concordia University, 1455, de Maisonneuve West, Montréal, Québec, H3G 1M8, Canada","Abstract: This paper uses the uniqueness of the French audit environment to conduct an in-depth study of audit pricing issues associated with the requirement to hire two independent auditors (joint audit). I use a model derived from Simunic's [(1980). The pricing of audit services: Theory and evidence. Journal of Accounting Research, 18(1), 161–190] seminal work to examine to what extent audit fees are influenced by the number of Big 4 joint auditors (zero, one, or two). After controlling for well-known drivers of audit fees that are specific to audit client firms (size, complexity, and risk), for governance characteristics and for auditor selection, the paper shows that the decision to hire two Big 4 auditors as joint auditors does not require the payment of a higher Big 4 premium compared to the choice of one Big 4 auditor paired with a smaller auditor, other things being equal. The choice of two Big 4 auditors thus appears to be a rational economic choice for large and international firms. © 2014, European Accounting Association.",,,"Audousset-Coulier, S.; John Molson School of Business, Concordia University, 1455, de Maisonneuve West, Montréal, Canada",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84928705020
"Englund H., Gerdin J.","23492114400;6506082503;","Developing Enabling Performance Measurement Systems: On the Interplay Between Numbers and Operational Knowledge",2015,"European Accounting Review","24","2",,"277","303",,38,"10.1080/09638180.2014.918517","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928702752&doi=10.1080%2f09638180.2014.918517&partnerID=40&md5=eff6f1ffcbfe052c7430f50b5b0511ab","Örebro University School of Business, Örebro, SE-701 82, Sweden","Englund, H., Örebro University School of Business, Örebro, SE-701 82, Sweden; Gerdin, J., Örebro University School of Business, Örebro, SE-701 82, Sweden","Abstract: Performance measurement systems (PMSs) are generally regarded to serve the needs of top managers. However, a growing literature has started to explore what it takes for these systems to be(come) enabling also for those whose performance is being measured. In this paper, we build on and add to this literature by providing ethnographic insights into how and why a group of middle-managers transformed a set of performance measures, initially developed as monitoring devices for top management, into a so-called enabling PMS. Regarding how this came about, we elaborate on how actors mobilised two different forms of mental models of the operations (specific and generalised), and a set of number-to-number tactics, as important means in their development work. Regarding the why-question, we identify a high evaluation pressure from top management, in combination with recurrent reconstructions of the existing mental models of operations, as important conditions that worked to initiate, fuel, and, eventually, cease the process. © 2014, European Accounting Association.",,,"Gerdin, J.; Örebro University School of BusinessSweden",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-84928702752
"Guerreiro M.S., Rodrigues L.L., Craig R.","23501548000;57209747461;7402946287;","Institutional Change of Accounting Systems: The Adoption of a Regime of Adapted International Financial Reporting Standards",2015,"European Accounting Review","24","2",,"379","409",,14,"10.1080/09638180.2014.887477","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928701861&doi=10.1080%2f09638180.2014.887477&partnerID=40&md5=5532c67c7cf01c601be259c57403ac88","Polytechnic Institute of Viana do Castelo, Avenida do Atlântico, Viana do Castelo, 4900-348, Portugal; School of Economics and Management, University of Minho, Gualtar, Braga Codex  4709, Portugal; School of Accounting & Finance, Victoria University, P.O. Box 14428, Melbourne, VIC  8001, Australia","Guerreiro, M.S., Polytechnic Institute of Viana do Castelo, Avenida do Atlântico, Viana do Castelo, 4900-348, Portugal; Rodrigues, L.L., School of Economics and Management, University of Minho, Gualtar, Braga Codex  4709, Portugal; Craig, R., School of Accounting & Finance, Victoria University, P.O. Box 14428, Melbourne, VIC  8001, Australia","Abstract: This study combines Dillard et al.’s [(2004). The making and remaking of organization context: Duality and the institutionalization process. Accounting, Auditing & Accountability Journal, 17(4), 506–542] institutional change model with institutional entrepreneurship theory. The aim is to enhance understanding of institutional change processes when a country adopts international accounting standards. For empirical support, we focus on the changes in social structures and accounting practices that arose in 2010 when Portugal replaced its national accounting system for unlisted companies, with a new system of accounting based on International Financial Reporting Standards. We reveal how an evolving socio-economic and political context, and the embedding of central actors in multiple fields, facilitated entrepreneurial action by actors who took political opportunity, mobilised important allies, and accommodated the interests of major protagonists. We draw attention to the possibility of an earlier inversion of the cascading institutionalisation process than is envisaged by Dillard et al. (2004). At the organisational field level, we highlight how national professional accounting associations and business associations can shape criteria established at the political and economic level, thereby counteracting the institutionalisation process. At the organisational level, we focus on the accounting standard for small and medium-sized entities. We provide insights to why some accountants maintained structures of meaning associated with the previous accounting system. © 2014, © 2014 European Accounting Association.",,,"Guerreiro, M.S.; Polytechnic Institute of Viana do Castelo, Avenida do Atlântico, Portugal",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84928701861
